x;y;a;z;index
6.336;-2.319;7.508;10.094;
6.393;-2.492;7.489;10.157;
6.336;-2.607;7.393;10.080;
6.278;-2.473;7.278;9.925;
6.240;-2.224;7.412;9.941;
6.413;-2.741;7.489;10.234;
6.183;-2.396;7.183;9.776;
6.317;-2.453;7.470;10.086;
6.374;-2.568;7.355;10.066;
6.221;-2.434;7.336;9.922;
6.336;-2.338;7.470;10.070;
6.240;-2.453;7.393;9.981;
6.240;-2.645;7.412;10.044;
6.298;-2.319;7.489;10.056;
6.278;-2.434;7.393;10.000;
6.183;-2.473;7.297;9.879;
6.164;-2.492;7.355;9.915;
6.374;-2.664;7.470;10.175;
6.278;-2.338;7.355;9.949;
6.298;-2.836;7.432;10.146;
6.259;-2.434;7.355;9.960;
6.317;-2.664;7.412;10.097;
6.164;-2.511;7.240;9.835;
6.374;-2.587;7.451;10.141;
6.202;-2.568;7.451;10.029;
6.164;-2.760;7.393;10.013;
6.164;-2.894;7.355;10.023;
6.202;-2.683;7.125;9.820;
6.278;-3.009;7.642;10.338;
6.240;-2.626;7.317;9.969;
6.221;-2.549;7.259;9.894;
6.221;-2.587;7.412;10.017;
6.202;-2.683;7.221;9.890;
6.183;-2.607;7.412;9.998;
6.738;-1.860;7.163;10.008;
6.087;-2.281;6.474;9.174;
5.934;-2.683;7.029;9.582;
5.953;-0.730;8.389;10.312;
6.623;-1.630;7.202;9.919;
6.738;-1.611;7.106;9.924;
6.604;-1.649;7.144;9.868;
6.738;-1.764;7.163;9.991;
6.777;-1.764;7.202;10.045;
6.891;-1.840;7.163;10.108;
6.796;-1.764;7.183;10.045;
6.681;-1.572;7.029;9.824;
6.757;-1.572;7.106;9.931;
6.757;-1.668;7.163;9.987;
6.738;-1.572;7.068;9.891;
6.815;-1.611;7.125;9.990;
6.719;-1.726;7.144;9.958;
6.662;-1.553;7.068;9.836;
6.719;-1.611;7.087;9.898;
6.834;-1.649;7.068;9.969;
6.623;-1.630;7.048;9.808;
6.853;-1.860;7.393;10.251;
6.891;-1.649;7.144;10.062;
6.777;-1.879;7.278;10.121;
7.045;0.476;7.068;9.991;
6.968;-0.003;6.991;9.870;
6.987;0.438;7.221;10.057;
7.696;-2.683;10.554;13.335;
-0.310;-7.204;5.803;9.256;
1.701;3.618;9.539;10.343;
2.199;4.652;6.685;8.436;
-1.421;0.112;8.198;8.321;
-3.642;-0.175;4.060;5.457;
-4.677;-2.530;3.620;6.433;
-0.712;2.200;26.164;26.266;
2.314;-0.959;6.665;7.120;
3.099;-1.591;8.868;9.528;
1.605;-0.442;9.404;9.550;
1.567;-0.691;9.634;9.785;
1.988;-0.270;9.539;9.748;
1.835;-0.557;9.673;9.861;
1.777;-0.538;9.615;9.793;
1.777;-0.423;9.634;9.806;
1.816;-0.557;9.577;9.764;
1.509;-0.461;9.615;9.744;
1.662;-0.615;9.673;9.834;
1.777;-0.672;9.634;9.820;
1.701;-0.595;9.730;9.896;
1.624;-0.653;9.692;9.849;
1.739;-0.576;9.673;9.845;
1.605;-0.634;9.615;9.769;
1.739;-0.672;9.558;9.738;
1.681;-0.481;9.768;9.923;
1.662;-0.461;9.673;9.826;
1.662;-0.691;9.577;9.745;
1.720;-0.595;9.634;9.805;
1.662;-0.615;9.711;9.872;
1.720;-0.634;9.749;9.920;
1.720;-0.538;9.711;9.877;
1.701;-0.595;9.615;9.783;
1.758;-0.672;9.558;9.742;
1.662;-0.615;9.692;9.853;
1.720;-0.749;9.577;9.759;
1.701;-0.595;9.673;9.840;
1.643;-0.634;9.673;9.832;
1.777;-0.634;9.596;9.780;
1.586;-0.634;9.730;9.879;
1.643;-0.615;9.768;9.924;
1.681;-0.557;9.711;9.871;
1.643;-0.538;9.692;9.845;
1.681;-0.595;9.653;9.816;
1.681;-0.595;9.673;9.836;
1.701;-0.576;9.711;9.876;
1.662;-0.653;9.730;9.893;
1.662;-0.691;9.673;9.839;
1.720;-0.710;9.615;9.794;
1.605;-0.710;9.673;9.831;
1.605;-0.595;9.749;9.898;
1.567;-0.672;9.634;9.784;
1.662;-0.710;9.653;9.821;
1.547;-0.557;9.730;9.868;
1.643;-0.749;9.653;9.821;
1.624;-0.576;9.711;9.863;
1.624;-0.576;9.692;9.844;
1.701;-0.576;9.615;9.781;
1.624;-0.634;9.768;9.923;
1.624;-0.557;9.634;9.786;
1.662;-0.749;9.634;9.805;
1.662;-0.576;9.653;9.812;
1.586;-0.653;9.673;9.824;
1.624;-0.653;9.615;9.773;
1.662;-0.634;9.634;9.797;
1.605;-0.672;9.634;9.790;
1.567;-0.557;9.673;9.815;
1.681;-0.691;9.673;9.842;
1.643;-0.595;9.673;9.830;
1.662;-0.576;9.749;9.907;
1.643;-0.653;9.692;9.852;
1.662;-0.615;9.749;9.909;
1.605;-0.615;9.711;9.862;
1.586;-0.576;9.634;9.781;
1.681;-0.672;9.692;9.860;
1.605;-0.576;9.749;9.897;
1.643;-0.634;9.634;9.794;
1.567;-0.653;9.692;9.840;
1.605;-0.653;9.615;9.770;
1.605;-0.576;9.673;9.822;
1.605;-0.653;9.577;9.733;
1.739;-0.615;9.615;9.791;
1.681;-0.749;9.596;9.771;
1.586;-0.538;9.749;9.892;
1.586;-0.653;9.653;9.804;
1.624;-0.615;9.634;9.789;
1.547;-0.634;9.730;9.873;
1.662;-0.672;9.615;9.781;
1.624;-0.595;9.730;9.883;
1.624;-0.634;9.711;9.866;
1.624;-0.615;9.692;9.847;
1.586;-0.634;9.692;9.842;
1.701;-0.730;9.577;9.754;
1.662;-0.538;9.749;9.904;
1.624;-0.500;9.692;9.840;
1.605;-0.710;9.577;9.737;
1.643;-0.615;9.673;9.831;
1.662;-1.285;10.017;10.235;
1.547;1.051;9.960;10.134;
-1.497;0.055;9.634;9.750;
-0.176;0.285;8.657;8.664;
1.107;-1.093;10.707;10.820;
0.264;-0.710;11.607;11.632;
-4.006;1.530;8.734;9.730;
-2.091;1.568;4.386;5.106;
1.758;-1.572;11.933;12.164;
1.394;0.285;9.960;10.061;
0.858;-1.936;10.822;11.028;
-0.405;-5.441;7.661;9.406;
0.226;-10.594;3.084;11.037;
1.145;-5.825;-2.145;6.312;
1.183;-11.858;-7.182;13.914;
2.256;-6.878;-5.631;9.171;
4.095;-8.276;-2.279;9.511;
5.263;-12.758;-4.232;14.435;
5.282;-9.770;-3.581;11.670;
5.321;-8.181;-0.574;9.776;
6.527;-3.449;6.052;9.546;
8.309;-2.702;11.971;14.820;
6.087;-2.358;7.278;9.777;
6.221;-2.951;7.336;10.061;
6.393;-2.702;7.144;9.960;
6.355;-2.875;7.010;9.889;
6.278;-2.913;7.221;10.002;
6.259;-3.105;7.144;9.993;
6.087;-3.028;7.297;9.973;
5.570;-3.258;7.585;9.959;
5.282;-2.951;7.853;9.914;
5.091;-3.833;7.968;10.203;
4.746;-3.813;7.757;9.861;
4.995;-3.928;7.910;10.146;
5.033;-3.794;7.681;9.936;
5.033;-3.890;7.815;10.077;
4.861;-3.833;7.719;9.895;
4.976;-4.005;7.834;10.108;
4.880;-4.062;7.949;10.174;
4.708;-3.928;7.738;9.873;
4.880;-4.005;7.930;10.136;
4.784;-3.890;7.815;9.955;
4.938;-3.967;7.853;10.089;
4.861;-3.967;7.776;9.992;
5.091;-4.292;7.776;10.238;
5.110;-4.043;7.661;10.057;
5.340;-3.239;7.546;9.795;
5.742;-2.817;7.642;9.965;
5.819;-2.492;7.546;9.850;
6.049;-2.549;7.681;10.104;
5.685;-2.338;7.681;9.838;
5.915;-2.473;7.815;10.108;
5.531;-2.243;7.910;9.909;
5.934;-2.626;7.719;10.084;
5.800;-2.473;7.642;9.907;
5.991;-2.473;7.795;10.138;
5.819;-2.358;7.661;9.905;
5.895;-2.473;7.891;10.156;
5.800;-2.319;7.604;9.841;
5.819;-2.453;7.910;10.122;
5.723;-2.434;7.681;9.883;
5.800;-2.511;7.834;10.066;
5.685;-2.587;7.815;10.004;
5.704;-2.511;7.719;9.921;
5.761;-2.492;7.776;9.993;
5.742;-2.473;7.681;9.904;
5.800;-2.511;7.738;9.991;
5.742;-2.702;7.776;10.037;
5.800;-2.549;7.642;9.927;
5.780;-2.626;7.834;10.084;
5.742;-2.530;7.681;9.918;
5.742;-2.549;7.642;9.893;
5.742;-2.587;7.834;10.052;
5.685;-2.587;7.738;9.944;
5.627;-2.741;7.815;10.013;
5.666;-2.817;7.815;10.056;
5.876;-2.741;7.776;10.125;
5.455;-2.971;7.757;9.938;
5.551;-2.836;7.757;9.951;
5.704;-2.894;7.872;10.143;
5.474;-2.760;7.642;9.797;
5.742;-3.009;7.815;10.154;
5.646;-2.798;7.661;9.920;
5.723;-2.817;7.585;9.911;
5.666;-2.626;7.700;9.914;
5.666;-2.626;7.585;9.825;
5.627;-2.741;7.700;9.923;
5.666;-2.683;7.700;9.929;
5.934;-2.645;7.700;10.075;
5.953;-2.856;7.757;10.187;
5.646;-2.741;7.815;10.023;
5.742;-2.683;7.700;9.973;
5.915;-2.741;7.681;10.075;
5.723;-2.798;7.757;10.038;
5.589;-2.760;7.661;9.877;
5.761;-2.798;7.719;10.030;
5.666;-2.894;7.757;10.033;
5.666;-2.817;7.738;9.996;
5.608;-2.741;7.585;9.823;
5.570;-2.741;7.700;9.891;
5.551;-2.779;7.623;9.831;
5.608;-2.702;7.661;9.871;
5.627;-2.568;7.604;9.802;
5.666;-2.836;7.757;10.016;
5.915;-2.798;7.604;10.032;
5.972;-2.702;7.451;9.924;
5.991;-2.128;7.585;9.897;
6.183;-2.224;7.566;10.021;
6.144;-2.243;7.795;10.176;
5.819;-2.779;7.930;10.221;
5.704;-2.089;7.604;9.732;
5.704;-2.319;7.910;10.024;
5.589;-2.377;7.987;10.034;
5.838;-2.262;7.604;9.850;
5.857;-2.243;7.623;9.871;
5.723;-2.281;7.585;9.772;
5.838;-2.587;7.891;10.151;
6.125;-2.607;7.355;9.920;
6.489;-2.702;6.934;9.874;
6.125;-2.434;7.489;9.976;
6.087;-2.128;7.776;10.102;
6.068;-2.204;7.527;9.916;
6.087;-2.530;7.661;10.107;
5.991;-2.473;7.623;10.006;
6.164;-2.300;7.355;9.868;
6.240;-2.243;7.393;9.931;
6.508;-2.070;7.259;9.967;
6.451;-1.936;7.029;9.735;
6.451;-2.051;7.259;9.925;
6.585;-2.051;7.297;10.041;
6.393;-1.994;7.412;9.989;
6.259;-2.185;7.412;9.944;
6.355;-2.319;7.470;10.078;
6.221;-2.377;7.527;10.050;
6.183;-2.664;7.604;10.156;
6.183;-2.338;7.546;10.032;
6.221;-2.377;7.508;10.036;
6.240;-2.434;7.546;10.090;
6.240;-2.281;7.527;10.040;
6.221;-2.453;7.489;10.040;
6.259;-2.473;7.240;9.885;
6.413;-2.530;7.336;10.067;
6.413;-2.377;7.278;9.987;
6.374;-2.492;7.336;10.033;
6.432;-2.396;7.240;9.976;
6.355;-2.281;7.183;9.858;
6.413;-2.224;7.068;9.799;
6.451;-1.879;7.393;9.990;
10.454;0.878;6.953;12.586;
9.765;0.802;11.894;15.410;
1.069;-5.863;6.052;8.494;
-3.681;-12.490;7.642;15.099;
-7.703;-0.423;6.838;10.309;
-9.791;-1.457;5.382;11.268;
-9.370;-2.300;0.728;9.676;
-9.350;-2.051;0.134;9.574;
-9.676;-2.453;-0.058;9.983;
-6.228;0.266;7.106;9.453;
-2.742;-1.496;11.167;11.596;
3.578;-2.817;6.531;7.962;
5.876;-2.741;11.875;13.530;
5.876;-4.829;9.404;12.095;
7.294;-1.496;4.846;8.884;
7.887;-2.204;1.992;8.428;
10.358;-0.461;3.869;11.066;
7.370;-2.089;11.339;13.684;
4.995;-4.139;7.776;10.127;
2.256;-3.085;7.968;8.837;
2.237;-2.971;8.121;8.932;
-0.750;-5.690;7.681;9.589;
0.647;-9.809;2.681;10.190;
0.302;-11.954;-0.766;11.983;
0.456;-10.307;-0.096;10.318;
0.532;-10.153;-0.268;10.171;
0.475;-10.230;-0.173;10.243;
0.456;-10.115;-0.039;10.126;
0.283;-9.981;-0.019;9.985;
0.475;-10.211;-0.173;10.224;
0.475;-10.134;-0.287;10.150;
0.264;-9.943;-0.230;9.950;
0.283;-9.924;-0.154;9.930;
0.302;-10.115;-0.249;10.123;
0.264;-10.077;-0.249;10.084;
0.379;-10.134;-0.287;10.146;
0.360;-9.904;-0.134;9.912;
0.283;-10.153;-0.230;10.160;
0.226;-10.096;-0.268;10.103;
0.302;-10.192;-0.363;10.203;
0.379;-10.134;-0.306;10.146;
0.494;-10.096;-0.058;10.109;
0.283;-10.192;-0.344;10.202;
0.379;-10.058;-0.154;10.067;
0.436;-10.153;-0.268;10.166;
0.302;-10.173;-0.268;10.181;
0.283;-10.153;-0.306;10.162;
0.283;-10.153;-0.249;10.160;
0.398;-10.192;-0.382;10.207;
0.245;-9.981;-0.019;9.984;
0.283;-10.230;-0.173;10.236;
0.187;-10.192;0.038;10.194;
0.302;-10.192;-0.230;10.200;
0.283;-10.173;-0.134;10.178;
0.341;-10.153;-0.249;10.162;
0.341;-10.268;-0.344;10.280;
0.379;-10.249;-0.173;10.258;
0.302;-10.058;-0.134;10.064;
0.302;-10.096;-0.134;10.102;
0.245;-10.134;-0.115;10.138;
0.341;-10.134;-0.134;10.141;
0.322;-10.211;-0.173;10.218;
0.341;-10.153;-0.192;10.161;
0.207;-10.096;-0.593;10.116;
0.092;-10.000;0.038;10.001;
0.360;-10.364;-0.134;10.372;
0.283;-10.039;-0.058;10.044;
0.302;-10.307;-0.211;10.314;
0.187;-10.153;0.115;10.156;
0.475;-10.134;-0.306;10.150;
0.398;-10.326;-0.192;10.336;
0.398;-10.153;0.076;10.162;
0.379;-10.230;0.019;10.237;
0.360;-10.134;-0.039;10.141;
0.341;-10.153;0.038;10.159;
0.417;-10.134;-0.058;10.143;
0.341;-10.115;-0.058;10.121;
0.436;-10.115;0.000;10.125;
0.360;-10.134;0.000;10.141;
0.322;-10.192;0.019;10.198;
0.398;-10.115;-0.039;10.123;
0.341;-10.230;-0.019;10.236;
0.417;-10.249;-0.077;10.258;
0.302;-10.153;-0.039;10.158;
0.283;-10.115;0.057;10.120;
0.513;-10.326;-0.173;10.341;
0.322;-10.077;0.057;10.083;
0.398;-10.077;0.076;10.086;
0.398;-10.096;0.076;10.105;
0.398;-10.345;0.230;10.356;
0.360;-10.326;-0.039;10.333;
0.379;-10.019;0.230;10.029;
0.398;-10.249;0.076;10.257;
0.379;-10.153;0.153;10.162;
0.398;-10.134;0.134;10.143;
0.436;-10.153;0.057;10.163;
0.436;-10.192;0.038;10.202;
0.513;-10.077;0.038;10.091;
0.417;-10.288;0.115;10.298;
0.456;-10.134;0.210;10.147;
0.398;-10.307;0.172;10.317;
0.475;-10.115;0.249;10.130;
0.436;-9.962;0.191;9.974;
0.513;-10.000;0.153;10.015;
0.551;-10.096;0.210;10.114;
0.609;-10.153;-0.039;10.172;
0.666;-10.153;-0.019;10.175;
0.858;-10.058;-0.058;10.095;
0.628;-10.039;0.440;10.069;
0.609;-10.153;0.249;10.175;
0.705;-10.173;0.172;10.199;
0.743;-10.134;0.019;10.162;
0.820;-10.134;0.038;10.168;
0.609;-10.115;0.057;10.134;
0.705;-10.153;-0.019;10.178;
0.571;-10.077;0.191;10.095;
0.551;-10.230;0.134;10.246;
0.628;-10.115;0.134;10.136;
0.609;-10.134;0.134;10.154;
0.685;-10.288;0.038;10.311;
0.628;-10.019;0.210;10.041;
0.705;-10.192;0.095;10.217;
0.628;-10.192;0.153;10.213;
0.781;-10.096;0.287;10.131;
0.858;-10.230;0.230;10.269;
0.647;-10.096;0.230;10.120;
0.896;-10.153;0.613;10.211;
0.571;-10.134;0.555;10.166;
0.685;-10.479;0.364;10.508;
0.532;-10.077;0.459;10.102;
0.685;-10.249;0.306;10.277;
0.705;-10.268;0.191;10.294;
0.705;-10.249;0.459;10.284;
0.666;-10.153;0.555;10.190;
0.532;-10.134;0.459;10.159;
1.145;-9.675;0.957;9.790;
0.494;-9.847;0.881;9.899;
0.685;-10.039;0.823;10.096;
0.398;-10.460;0.881;10.505;
0.954;-10.288;-0.249;10.336;
0.092;-11.456;0.210;11.459;
3.214;-13.256;-0.039;13.640;
3.271;-11.705;3.218;12.573;
1.375;-14.770;3.064;15.147;
-4.907;-5.212;0.632;7.187;
-4.734;-2.415;2.930;6.069;
-5.328;-0.442;6.340;8.294;
-7.971;1.645;5.133;9.623;
-8.661;2.162;3.716;9.670;
-8.374;1.932;4.329;9.623;
-8.508;1.951;3.984;9.595;
-8.508;1.951;3.869;9.548;
-8.623;2.143;4.060;9.769;
-8.661;1.932;4.003;9.735;
-8.814;1.472;3.639;9.649;
-8.488;1.606;3.467;9.309;
-8.737;1.396;3.907;9.672;
-8.642;2.104;4.156;9.818;
-8.565;1.625;3.869;9.538;
-8.565;2.219;3.773;9.619;
-8.431;1.664;3.696;9.355;
-8.718;2.564;3.984;9.923;
-8.316;2.009;3.926;9.413;
-8.680;2.104;3.467;9.581;
-8.393;2.162;4.194;9.629;
-8.488;2.219;3.945;9.620;
-8.354;1.874;4.214;9.543;
-8.278;1.989;4.118;9.458;
-8.488;1.855;3.716;9.450;
-8.508;2.104;4.175;9.708;
-8.297;1.664;4.118;9.411;
-8.565;2.411;3.811;9.680;
-8.278;1.874;4.520;9.616;
-8.316;2.162;4.099;9.520;
-8.546;2.104;3.811;9.591;
-8.488;2.660;3.735;9.648;
-8.259;1.989;4.137;9.449;
-8.623;2.660;3.907;9.834;
-8.259;2.277;4.022;9.465;
-8.488;2.507;3.543;9.534;
-8.488;2.392;3.888;9.638;
-8.565;2.545;3.888;9.745;
-8.412;2.162;3.965;9.548;
-8.603;2.430;3.601;9.638;
-8.488;2.277;3.831;9.587;
-8.527;2.353;3.984;9.702;
-8.469;2.602;3.696;9.600;
-8.354;1.970;3.716;9.353;
-8.565;2.238;3.907;9.677;
-8.412;2.296;3.984;9.587;
-8.354;1.894;3.984;9.448;
-8.431;2.258;3.831;9.532;
-8.335;1.932;3.984;9.438;
-8.450;2.334;3.907;9.598;
-8.354;1.951;4.175;9.541;
-8.527;2.181;3.658;9.532;
-8.431;1.836;3.524;9.321;
-8.450;1.970;3.754;9.454;
-8.450;2.449;4.137;9.722;
-8.374;2.181;3.907;9.495;
-8.393;1.817;3.965;9.459;
-8.469;2.430;3.831;9.608;
-8.393;2.334;4.252;9.694;
-8.450;2.104;3.390;9.345;
-8.259;1.664;3.639;9.178;
-8.546;2.066;3.639;9.516;
-8.508;2.296;4.060;9.703;
-8.450;2.277;3.811;9.546;
-8.297;1.913;3.945;9.385;
-8.450;2.238;3.811;9.536;
-8.431;2.028;3.869;9.496;
-8.488;2.104;3.677;9.487;
-8.814;2.066;4.807;10.250;
-7.990;2.162;5.229;9.791;
-6.439;1.300;7.393;9.890;
-5.002;0.706;9.040;10.356;
-2.972;1.740;9.079;9.710;
-1.535;1.568;8.830;9.099;
-0.425;0.668;10.113;10.144;
1.222;0.649;9.998;10.093;
1.356;-5.920;5.631;8.283;
5.091;-4.905;12.699;14.534;
3.578;-35.782;-16.166;39.427;
-0.367;-5.135;-2.470;5.710;
-7.607;-18.275;-0.555;19.803;
-2.934;-6.054;6.972;9.689;
-4.543;-7.223;4.750;9.767;
-1.095;-3.909;7.297;8.351;
-0.750;-8.066;7.374;10.955;
-0.290;-7.280;6.186;9.558;
-2.895;-6.188;5.574;8.818;
-1.765;-6.303;7.623;10.048;
-1.286;-5.863;8.466;10.378;
-1.344;-5.825;7.815;9.840;
-0.712;-5.499;7.853;9.614;
-2.148;-6.993;8.044;10.874;
-0.348;-6.284;6.723;9.210;
-2.723;-8.372;8.044;11.926;
-1.037;-6.648;7.642;10.182;
-1.823;-5.863;9.500;11.312;
-1.842;-6.476;7.106;9.790;
-2.397;-7.472;8.849;11.828;
-2.014;-1.726;7.987;8.416;
-1.938;-2.224;9.634;10.076;
-2.014;-2.932;9.309;9.966;
-1.670;-2.396;9.309;9.757;
-1.765;-3.986;10.784;11.632;
-3.183;-4.618;6.608;8.668;
-2.819;-5.748;7.738;10.044;
-2.723;-5.978;7.872;10.253;
-2.800;-5.269;8.102;10.063;
-1.497;-3.449;8.619;9.404;
-2.110;-2.875;9.558;10.202;
-2.666;-3.947;8.542;9.781;
-1.765;-1.668;8.140;8.495;
-4.485;-1.706;8.140;9.450;
-2.819;-3.947;8.466;9.757;
-2.474;-3.871;8.734;9.869;
-2.225;-4.369;8.926;10.184;
-2.608;-4.350;8.542;9.935;
-2.531;-4.273;8.619;9.948;
-2.417;-4.254;8.581;9.878;
-1.708;-3.603;8.293;9.202;
-3.144;-9.177;2.796;10.096;
1.011;-8.276;-5.037;9.741;
-0.041;-10.881;-1.264;10.955;
-1.535;-11.494;-6.722;13.404;
2.007;-2.760;3.409;4.824;
0.016;-5.633;0.115;5.635;
1.030;-12.529;-2.643;12.846;
-3.125;-11.513;-3.409;12.408;
-2.321;-8.257;-5.784;10.345;
-1.152;-11.820;-9.787;15.389;
-6.650;9.364;5.114;12.572;
-3.374;-12.394;5.171;13.847;
0.762;1.568;7.891;8.081;
-1.095;-0.921;10.707;10.802;
-0.597;1.376;8.581;8.711;
-0.061;2.047;9.577;9.794;
0.954;-0.346;9.232;9.288;
3.903;1.625;9.845;10.714;
3.846;2.468;8.447;9.604;
4.152;2.660;8.351;9.698;
4.172;2.564;8.600;9.896;
6.508;0.572;8.677;10.861;
5.895;-0.060;7.489;9.531;
6.029;-1.611;7.087;9.443;
5.282;-1.764;6.014;8.196;
6.317;-11.418;4.807;13.906;
4.401;-8.181;4.539;10.340;
2.984;-10.192;4.961;11.722;
3.118;-8.430;4.214;9.927;
0.551;-7.012;6.685;9.704;
0.839;-7.951;6.052;10.028;
1.413;-8.315;6.186;10.460;
-0.252;-8.468;6.378;10.605;
-0.214;-7.893;5.765;9.777;
0.016;-7.912;7.163;10.673;
-3.413;-8.181;9.749;13.177;
1.260;-3.047;6.397;7.197;
1.030;0.093;10.592;10.643;
0.149;-0.481;10.037;10.050;
-0.271;1.472;8.581;8.711;
-0.367;0.649;9.749;9.778;
-1.114;-0.194;10.400;10.462;
-0.348;1.127;9.213;9.288;
-1.478;-2.281;5.995;6.583;
-4.121;-6.457;8.964;11.792;
-0.367;-3.890;9.213;10.008;
0.035;-5.288;9.136;10.556;
0.762;-4.924;8.887;10.189;
0.360;-4.886;8.696;9.982;
0.724;-4.982;8.504;9.883;
0.705;-5.173;8.619;10.077;
0.628;-5.250;8.581;10.080;
0.283;-5.154;8.428;9.883;
-0.080;-5.078;8.581;9.972;
-0.348;-5.097;8.485;9.905;
-0.214;-5.135;8.581;10.003;
-0.137;-5.097;8.562;9.966;
-0.214;-4.599;9.883;10.903;
-4.102;-3.967;7.585;9.492;
1.816;0.227;9.462;9.637;
0.839;-0.672;10.841;10.894;
-0.942;1.511;9.596;9.760;
-1.363;1.396;9.558;9.755;
-1.631;1.434;9.519;9.764;
-1.650;1.051;9.443;9.644;
-1.650;0.859;9.462;9.643;
-1.727;0.266;9.194;9.359;
-2.551;-0.844;9.424;9.800;
-2.168;-0.346;9.481;9.732;
-2.206;-0.232;9.481;9.737;
-2.148;-0.289;9.519;9.763;
-2.168;-0.232;9.558;9.804;
-2.244;0.036;9.328;9.594;
-2.148;-0.232;9.558;9.799;
-2.263;-0.232;9.519;9.787;
-2.244;-0.346;9.539;9.806;
-2.302;-0.366;9.443;9.727;
-2.359;-0.442;9.443;9.744;
-2.282;-0.423;9.500;9.780;
-2.340;-0.366;9.424;9.717;
-2.397;-0.346;9.462;9.767;
-2.359;-0.366;9.462;9.759;
-2.397;-0.289;9.309;9.617;
-2.378;-0.346;9.366;9.670;
-2.512;-0.289;9.251;9.591;
-2.512;-0.634;9.653;9.995;
-2.340;-0.366;9.634;9.921;
-2.340;-0.308;9.424;9.715;
-2.072;-0.175;9.922;10.138;
-2.531;-0.691;8.485;8.882;
-2.895;-2.568;7.489;8.430;
-2.857;-4.809;7.891;9.673;
-2.129;-4.905;8.677;10.193;
-0.693;-5.863;8.217;10.118;
-0.290;-5.422;8.121;9.769;
-0.635;-5.863;8.255;10.146;
-0.616;-5.844;8.083;9.994;
-0.654;-5.920;8.083;10.041;
-0.616;-5.939;8.102;10.065;
-0.693;-5.978;8.044;10.047;
-0.654;-6.016;8.044;10.067;
-0.693;-6.054;8.044;10.092;
-0.693;-5.978;7.987;10.001;
-0.731;-5.959;7.987;9.992;
-0.750;-5.959;7.987;9.994;
-0.693;-6.035;8.044;10.081;
-0.674;-5.997;8.025;10.041;
-0.750;-5.997;7.987;10.016;
-0.712;-6.016;8.006;10.040;
-0.750;-5.997;8.006;10.032;
-0.788;-6.074;8.025;10.096;
-0.731;-6.093;8.025;10.103;
-0.808;-5.997;7.910;9.960;
-0.808;-5.997;7.949;9.991;
-0.750;-6.035;7.949;10.009;
-0.808;-6.016;7.968;10.017;
-0.788;-6.035;7.987;10.042;
-0.769;-5.978;7.930;9.961;
-0.769;-5.882;8.447;10.322;
-4.389;-6.265;7.010;10.376;
0.628;-3.679;7.585;8.454;
0.092;0.610;10.247;10.266;
-1.401;0.859;9.634;9.773;
-1.593;0.323;9.653;9.789;
-1.823;0.744;9.749;9.946;
-1.784;0.323;9.194;9.371;
-2.053;0.687;9.366;9.613;
-2.033;0.208;9.653;9.867;
-1.957;0.400;9.500;9.708;
-2.091;0.342;9.424;9.660;
-2.033;0.208;9.539;9.756;
-1.938;0.285;9.462;9.663;
-1.880;0.342;9.462;9.653;
-1.976;0.189;9.385;9.593;
-2.014;0.131;9.443;9.657;
-1.842;0.017;9.481;9.659;
-1.612;0.112;9.653;9.788;
-1.459;0.285;9.558;9.673;
-1.440;0.131;9.653;9.761;
-1.363;0.266;9.558;9.659;
-1.344;0.170;9.634;9.729;
-1.440;0.036;9.539;9.647;
-1.363;-0.079;9.634;9.731;
-1.459;-0.079;9.558;9.669;
-1.363;-0.060;9.634;9.730;
-1.459;-0.442;9.730;9.849;
-1.382;-0.385;9.634;9.741;
-1.612;-0.959;9.749;9.928;
-1.516;-0.634;9.634;9.773;
-1.516;-0.461;9.558;9.689;
-1.574;-0.787;9.653;9.812;
-1.478;-0.634;9.615;9.749;
-1.478;-0.749;9.730;9.870;
-1.555;-0.653;9.692;9.838;
-1.535;-0.557;9.596;9.734;
-1.497;-0.615;9.692;9.827;
-1.535;-0.595;9.634;9.774;
-1.555;-0.595;9.596;9.740;
-1.574;-0.691;9.634;9.786;
-1.459;-0.653;9.596;9.729;
-1.574;-0.653;9.577;9.728;
-1.574;-0.806;9.615;9.777;
-1.612;-0.825;9.673;9.841;
-1.612;-0.787;9.634;9.800;
-1.497;-0.691;9.577;9.718;
-1.727;-0.959;9.673;9.873;
-1.650;-0.902;9.577;9.760;
-1.784;-1.017;9.558;9.776;
-1.727;-1.036;9.577;9.787;
-1.670;-0.998;9.596;9.792;
-1.708;-1.036;9.558;9.765;
-1.708;-1.017;9.615;9.819;
-1.612;-1.074;9.558;9.753;
-1.612;-1.362;9.653;9.881;
-1.574;-1.074;9.653;9.840;
-1.612;-1.074;9.596;9.790;
-1.689;-1.208;9.596;9.818;
-1.612;-1.132;9.596;9.796;
-1.650;-1.151;9.615;9.824;
-1.555;-1.304;9.673;9.884;
-1.555;-1.017;9.941;10.113;
-1.516;-0.404;9.519;9.648;
-1.325;-0.749;9.539;9.660;
-1.497;-1.017;9.577;9.747;
-0.712;-2.856;9.941;10.368;
-1.516;-0.940;9.673;9.836;
-1.306;-1.381;9.539;9.727;
2.179;0.495;9.960;10.208;
-2.129;-6.993;8.600;11.287;
-1.133;-8.238;3.620;9.070;
0.628;-9.521;5.152;10.844;
0.800;-10.460;4.290;11.334;
1.183;-10.862;3.122;11.364;
-0.118;-9.962;3.754;10.647;
-0.923;-8.698;5.344;10.251;
