x;y;a;z;index
4.248;-7.012;7.910;11.392;
0.092;-9.387;2.739;9.779;
-6.611;-9.272;0.191;11.390;
-1.363;-10.096;1.724;10.333;
-0.080;-11.226;1.321;11.304;
-1.248;-9.406;1.800;9.658;
-0.674;-9.981;0.306;10.009;
0.647;-9.540;2.988;10.018;
-3.279;-12.011;2.643;12.729;
-3.029;-8.602;5.248;10.523;
3.214;-7.050;3.601;8.544;
4.555;-11.379;-0.344;12.262;
7.677;-9.119;2.394;12.158;
1.490;-9.253;-1.091;9.436;
-2.321;-15.574;4.673;16.425;
2.390;3.905;2.298;5.122;
2.256;6.491;6.646;9.560;
5.551;-12.337;8.140;15.789;
5.417;-8.506;8.006;12.876;
6.527;-8.238;2.566;10.819;
7.083;-7.395;5.650;11.695;
5.321;-8.889;10.822;14.982;
7.600;-5.154;11.588;14.785;
-0.501;-4.522;1.264;4.723;
-10.806;-3.718;4.654;12.340;
-4.600;-8.161;3.811;10.114;
-2.953;-9.828;7.623;12.784;
-5.405;-0.940;5.957;8.099;
-6.305;3.618;2.605;7.722;
-6.707;-0.557;5.478;8.678;
-7.033;0.859;5.382;8.898;
-6.841;-2.971;5.784;9.439;
-10.595;0.993;3.084;11.080;
-4.332;-7.683;5.899;10.612;
0.302;-3.085;5.095;5.964;
2.735;-12.605;6.455;14.424;
0.130;-7.414;10.496;12.852;
1.643;-4.254;8.868;9.972;
0.839;-2.511;10.784;11.105;
-0.769;-7.031;8.868;11.344;
-2.129;-4.982;4.252;6.888;
-1.152;-4.580;11.128;12.089;
-3.279;-4.331;7.719;9.439;
-1.344;-3.584;9.558;10.296;
-3.547;-1.936;12.029;12.690;
-3.125;-2.664;8.064;9.050;
-4.485;1.932;8.868;10.124;
-3.968;5.112;7.183;9.668;
-3.911;4.173;7.144;9.151;
1.758;6.567;7.930;10.445;
-0.022;9.153;7.776;12.010;
-0.367;-2.319;4.424;5.009;
-2.570;-7.874;8.447;11.831;
0.341;-7.261;8.408;11.115;
2.658;-9.253;8.734;12.999;
4.133;-11.475;11.301;16.628;
2.199;-6.284;10.075;12.076;
-0.444;-5.307;5.171;7.423;
-1.842;-13.831;8.734;16.462;
-0.176;-9.445;4.807;10.600;
-4.428;-11.552;6.282;13.876;
-1.670;-7.797;4.750;9.282;
-2.187;-8.640;5.229;10.334;
-0.712;-7.625;4.865;9.073;
2.716;-7.357;7.700;10.991;
2.697;-4.580;8.830;10.307;
3.003;-3.354;10.822;11.721;
3.386;-5.595;8.811;10.973;
5.838;-9.789;8.791;14.394;
4.037;-4.465;6.455;8.826;
2.218;-1.802;9.232;9.664;
3.175;-6.533;10.898;13.097;
3.961;-4.024;7.949;9.751;
3.635;-3.143;9.615;10.749;
4.401;-2.683;8.906;10.290;
2.984;-2.453;9.079;9.867;
3.405;-1.132;10.113;10.731;
3.808;-5.154;8.408;10.572;
3.884;-0.998;7.757;8.732;
2.314;-3.679;12.220;12.970;
1.911;-6.821;9.462;11.820;
1.701;-2.702;10.439;10.917;
1.432;-4.503;9.864;10.938;
8.845;-1.074;2.969;9.391;
5.359;0.993;10.669;11.980;
8.826;-0.538;6.704;11.096;
2.850;-2.798;10.075;10.838;
2.677;0.342;9.040;9.434;
3.252;-0.730;9.864;10.412;
2.869;-2.607;8.791;9.608;
0.820;-3.028;8.255;8.831;
2.294;1.702;12.622;12.941;
2.658;-0.749;8.562;8.996;
1.643;-1.323;7.336;7.633;
2.256;2.143;11.626;12.035;
3.520;1.300;11.990;12.564;
-0.482;-7.797;10.228;12.870;
-6.420;-4.254;1.743;7.897;
-7.033;1.051;6.646;9.734;
-6.439;-0.787;8.562;10.742;
-4.255;-1.879;7.815;9.095;
-7.646;-1.572;7.451;10.792;
-6.650;1.836;6.876;9.741;
-8.929;-0.672;4.578;10.057;
-9.983;0.610;6.761;12.073;
-7.052;-1.055;5.190;8.820;
-8.010;2.928;4.961;9.867;
-7.665;-0.003;4.807;9.048;
-6.496;-0.921;5.765;8.734;
-4.600;-2.913;-1.876;5.759;
-1.861;-15.919;-1.493;16.097;
5.282;-9.177;9.730;14.380;
5.263;-5.556;4.578;8.918;
6.470;-6.437;6.857;11.416;
5.263;-5.269;5.459;9.234;
4.919;-4.752;7.910;10.457;
3.386;-6.476;6.819;9.995;
1.164;-3.603;4.424;5.823;
10.914;-13.429;13.408;21.891;
1.260;-6.361;4.194;7.723;
3.980;-2.243;2.528;5.221;
0.666;-8.334;14.787;16.987;
-0.961;-5.346;1.589;5.660;
-2.838;-2.741;8.198;9.099;
-5.845;-1.553;9.615;11.359;
-4.926;-3.986;7.910;10.136;
-6.669;-1.706;9.424;11.671;
-4.389;3.598;7.068;9.065;
-1.325;-0.041;8.064;8.173;
-5.864;3.024;9.098;11.239;
-5.098;0.112;8.657;10.048;
-4.332;1.338;8.198;9.369;
-5.692;1.511;7.585;9.603;
-4.945;0.783;9.481;10.722;
-5.730;0.725;7.795;9.702;
-5.711;1.606;9.021;10.797;
-5.290;0.017;6.934;8.722;
-5.232;0.342;9.998;11.290;
-6.381;1.185;7.910;10.232;
-4.964;-1.074;8.351;9.775;
-4.792;1.472;9.692;10.912;
-3.949;0.227;8.159;9.068;
-5.022;1.683;7.508;9.189;
-3.757;0.400;8.428;9.236;
-5.117;1.472;9.385;10.791;
-3.700;0.342;7.546;8.412;
-3.834;1.453;10.247;11.037;
-2.838;0.687;9.922;10.343;
-4.581;2.143;9.040;10.359;
-3.547;0.438;9.634;10.276;
-1.555;-1.572;7.776;8.085;
-5.500;5.705;14.116;16.188;
-6.650;2.430;11.033;13.110;
-0.674;-10.498;3.294;11.024;
6.527;-7.548;2.739;10.348;
6.566;-6.131;8.274;12.213;
3.846;-7.548;2.202;8.753;
4.478;14.957;5.708;16.623;
7.140;-4.541;8.906;12.285;
6.662;-8.085;5.899;12.023;
9.075;-4.120;5.420;11.345;
18.135;14.938;21.759;32.023;
6.087;-5.250;4.846;9.386;
6.508;-4.963;5.765;10.011;
5.110;-4.407;8.006;10.471;
4.593;-3.967;6.301;8.749;
5.972;-6.648;6.550;11.080;
4.765;-5.403;7.106;10.119;
4.459;-4.216;6.589;9.004;
4.555;-6.208;6.953;10.375;
8.730;-9.445;7.144;14.713;
-0.022;-3.469;3.390;4.851;
7.370;-12.605;4.405;15.252;
-0.080;0.093;4.539;4.541;
0.877;-4.924;7.604;9.102;
5.493;0.112;6.129;8.231;
1.643;-11.169;6.474;13.014;
2.946;-2.760;4.194;5.821;
2.122;-6.840;6.914;9.955;
3.597;-5.997;5.842;9.112;
2.486;-5.327;7.278;9.356;
2.256;-5.288;7.642;9.563;
3.386;-6.227;6.972;9.943;
3.329;-7.338;7.106;10.744;
2.448;-4.675;6.570;8.427;
3.980;-7.070;7.489;11.042;
2.869;-4.790;6.646;8.680;
3.559;-6.399;6.550;9.825;
2.926;-7.472;6.972;10.631;
3.482;-6.629;7.815;10.824;
4.095;-8.564;2.777;9.891;
2.563;-6.667;8.562;11.150;
1.873;-2.070;8.868;9.297;
1.605;-2.568;9.385;9.862;
0.398;-1.438;10.458;10.564;
2.045;-1.017;11.741;11.961;
10.607;-8.793;4.980;14.650;
3.214;-3.526;10.669;11.687;
5.934;0.400;7.853;9.851;
2.620;-0.902;9.462;9.860;
2.965;1.855;8.772;9.444;
3.156;5.073;7.834;9.852;
2.831;4.843;6.397;8.508;
2.812;8.310;7.010;11.229;
2.160;6.395;8.332;10.723;
3.501;3.369;7.048;8.560;
2.831;7.027;7.700;10.802;
1.413;4.786;6.436;8.144;
2.179;5.399;6.876;9.010;
2.831;4.518;9.079;10.529;
2.582;3.541;6.225;7.613;
3.061;7.027;7.010;10.387;
5.168;5.648;7.891;10.994;
4.976;2.985;9.424;11.067;
3.674;1.472;7.087;8.117;
3.482;5.897;7.202;9.938;
3.463;5.265;7.795;10.023;
4.593;4.058;7.527;9.706;
5.206;3.656;7.757;10.032;
6.125;1.817;5.650;8.529;
6.259;3.924;5.650;9.300;
5.819;-0.327;7.106;9.190;
3.942;1.013;9.922;10.724;
8.002;12.543;7.278;16.562;
2.658;-0.385;8.332;8.754;
6.374;3.962;7.010;10.269;
4.976;5.782;6.723;10.168;
5.742;4.824;7.987;10.956;
4.995;5.839;6.895;10.324;
6.834;-1.266;11.128;13.120;
1.911;3.426;3.677;5.376;
2.275;10.168;9.021;13.782;
3.252;2.449;5.171;6.581;
1.950;3.618;7.776;8.795;
6.796;-5.920;10.458;13.806;
0.111;-13.027;-2.106;13.197;
1.547;-5.518;11.435;12.791;
3.482;-1.649;6.799;7.815;
3.175;-4.714;9.500;11.071;
3.271;-3.584;10.439;11.512;
0.590;-2.722;8.868;9.295;
1.088;-4.254;9.175;10.172;
0.954;-1.228;9.309;9.438;
5.053;-9.426;13.254;17.031;
1.547;-2.396;9.424;9.846;
1.911;0.802;9.539;9.762;
2.333;-2.128;9.653;10.157;
2.084;-0.194;9.021;9.261;
2.505;-2.836;8.715;9.501;
1.796;-0.825;8.734;8.955;
2.697;0.687;8.542;8.984;
2.467;-0.251;9.807;10.116;
1.969;-0.749;8.830;9.078;
3.022;-1.438;8.466;9.104;
1.681;-7.338;8.638;11.458;
-0.233;-7.185;6.646;9.791;
-1.286;-10.441;6.455;12.343;
-0.425;-7.376;5.420;9.164;
0.016;-8.736;4.769;9.953;
4.382;-10.671;3.926;12.186;
1.260;-8.583;11.569;14.461;
0.992;-8.315;-2.221;8.664;
15.109;-5.537;5.612;17.042;
1.394;-8.679;4.252;9.765;
7.811;-17.815;12.258;22.993;
2.218;-3.430;7.719;8.733;
1.835;-2.530;8.370;8.935;
2.390;-2.032;8.983;9.515;
2.179;-2.913;9.558;10.227;
0.130;-5.614;8.906;10.529;
1.088;-5.901;11.473;12.948;
1.069;-1.802;10.496;10.703;
1.930;-2.568;9.404;9.938;
2.275;-2.262;7.930;8.555;
0.820;-1.342;10.458;10.576;
1.088;-0.979;9.385;9.499;
0.628;-0.385;11.511;11.535;
1.356;-3.200;10.784;11.330;
1.356;-1.726;9.366;9.620;
0.915;-0.098;11.186;11.224;
2.103;-3.124;8.619;9.406;
2.505;-0.998;9.845;10.208;
2.831;-5.403;7.891;9.974;
2.333;-0.308;8.198;8.529;
2.007;1.817;10.324;10.673;
0.417;-1.151;10.649;10.719;
2.448;-2.817;8.466;9.252;
3.195;-3.392;9.998;11.031;
4.133;-1.591;10.362;11.269;
2.907;-0.137;9.807;10.230;
2.926;-2.626;7.029;8.054;
2.946;-5.192;10.535;12.109;
5.148;-1.745;9.979;11.364;
4.114;-4.139;7.393;9.419;
4.363;-3.200;8.696;10.242;
3.444;-0.327;10.324;10.888;
3.597;2.258;9.730;10.616;
4.133;0.534;6.761;7.942;
2.275;-2.051;11.473;11.875;
4.152;-0.404;6.531;7.750;
2.103;-1.840;10.094;10.474;
4.459;-3.947;9.021;10.809;
3.482;-0.289;9.634;10.248;
3.750;0.400;9.155;9.901;
3.597;-1.496;9.040;9.844;
4.191;-0.423;9.040;9.973;
1.796;2.353;8.677;9.168;
3.195;-0.998;14.557;14.937;
5.838;-8.200;8.293;13.042;
3.080;0.476;6.244;6.979;
4.018;-0.423;11.952;12.616;
4.401;-2.358;7.412;8.937;
3.559;-1.477;10.573;11.253;
4.248;-2.013;7.623;8.956;
3.578;-3.545;9.500;10.753;
4.976;-1.572;8.753;10.191;
5.263;-6.093;9.826;12.704;
4.210;-1.247;6.799;8.094;
4.286;-1.821;10.573;11.553;
5.378;1.032;11.473;12.713;
3.942;-3.775;8.562;10.154;
3.827;-3.200;8.102;9.515;
3.865;-2.722;8.428;9.663;
2.907;-2.473;8.715;9.514;
3.195;-3.354;9.289;10.380;
4.804;-3.009;9.864;11.377;
3.022;-2.607;7.795;8.758;
3.175;-2.319;10.075;10.815;
2.850;-4.292;6.953;8.654;
2.639;-4.982;8.064;9.840;
0.647;-5.307;9.500;10.901;
-0.041;-6.897;8.600;11.025;
2.065;-4.560;9.539;10.773;
1.471;2.277;6.972;7.480;
-1.421;-1.113;11.473;11.614;
0.724;-0.003;13.120;13.140;
-5.711;0.131;7.489;9.419;
-6.516;2.047;3.122;7.510;
-7.646;4.479;-0.880;8.905;
-8.852;4.997;0.862;10.202;
-10.117;4.901;0.766;11.268;
-7.129;2.870;-0.440;7.698;
-6.880;-0.768;-2.834;7.481;
8.807;-3.105;12.048;15.243;
11.316;-9.215;3.658;15.045;
3.061;-10.211;5.114;11.824;
-13.373;-11.667;3.945;18.181;
4.631;-9.636;7.949;13.323;
1.930;-5.652;3.735;7.045;
1.203;-7.836;7.087;10.634;
1.030;-6.093;6.416;8.908;
1.796;-7.414;9.807;12.425;
1.567;-8.487;4.961;9.955;
1.681;-6.955;3.333;7.894;
2.946;-5.767;7.432;9.858;
1.854;-6.859;5.746;9.138;
2.582;-2.511;9.155;9.838;
0.705;-3.641;10.324;10.970;
0.743;-2.089;10.898;11.122;
3.501;-4.484;10.649;12.074;
0.513;-1.706;7.183;7.401;
-0.386;3.005;6.857;7.497;
2.735;-5.729;9.673;11.570;
-1.344;-5.192;11.741;12.908;
1.624;-0.232;12.335;12.444;
1.739;-0.959;8.504;8.733;
2.141;-2.473;12.852;13.262;
2.812;0.227;8.753;9.196;
1.547;-2.817;8.811;9.379;
3.252;-2.932;8.389;9.463;
3.080;-3.162;10.190;11.105;
1.394;-7.491;6.550;10.048;
-0.041;-7.874;5.861;9.816;
0.839;-10.364;6.359;12.189;
0.226;-9.962;5.708;11.484;
0.647;-7.108;5.842;9.224;
1.911;-8.200;4.999;9.792;
4.306;-10.517;-0.919;11.402;
10.492;-4.426;4.252;12.155;
1.816;-8.928;8.044;12.154;
8.615;-3.641;11.128;14.536;
0.264;-12.126;6.608;13.813;
-1.765;-6.476;5.708;8.812;
-4.370;-9.119;5.650;11.584;
-5.807;-7.491;4.539;10.510;
-5.998;-2.587;7.776;10.156;
-6.190;-4.005;6.072;9.552;
-3.125;0.515;7.317;7.973;
-5.462;5.763;8.217;11.427;
-3.987;2.372;7.719;9.006;
-5.175;2.468;8.408;10.177;
-4.389;3.694;10.171;11.677;
-4.619;3.062;6.895;8.846;
-4.504;2.277;9.194;10.488;
-3.777;4.307;9.328;10.947;
-4.332;2.832;8.044;9.565;
-3.355;0.534;9.558;10.144;
-4.351;4.288;7.317;9.532;
-6.439;4.594;3.409;8.613;
-5.060;5.380;9.941;12.384;
0.839;-0.461;8.849;8.901;
0.532;2.621;7.987;8.423;
-1.995;4.537;9.021;10.293;
-3.700;10.034;7.968;13.336;
-4.619;0.438;7.719;9.006;
-6.381;-2.817;5.535;8.905;
-9.197;-4.637;9.309;13.884;
-3.872;-0.576;8.293;9.171;
-4.600;-0.940;9.021;10.170;
-3.757;3.005;9.577;10.718;
-5.271;7.084;7.221;11.407;
-1.899;4.077;8.811;9.893;
-3.930;4.786;7.489;9.718;
-3.489;3.886;7.834;9.415;
-2.915;2.602;7.949;8.858;
-4.600;4.307;8.485;10.569;
-4.753;3.311;7.412;9.407;
-3.451;3.139;8.025;9.283;
-5.864;4.173;8.006;10.766;
-4.504;3.962;7.432;9.551;
-3.317;4.230;7.853;9.517;
-4.026;3.598;7.125;8.940;
-3.221;3.847;8.102;9.530;
-2.780;4.192;8.428;9.815;
-4.524;1.606;7.930;9.270;
-3.700;2.602;8.638;9.751;
-6.094;5.169;7.891;11.231;
-3.489;1.760;6.819;7.860;
-3.336;3.426;7.681;9.048;
-8.948;5.092;7.029;12.466;
-4.083;1.913;7.393;8.660;
-4.466;3.005;8.064;9.696;
-2.627;3.024;8.198;9.124;
-1.842;1.108;7.834;8.124;
-1.727;2.583;7.738;8.339;
-7.952;5.456;2.873;10.063;
-7.358;0.687;8.198;11.038;
-5.022;4.384;3.582;7.568;
-9.427;-6.514;21.338;24.221;
-5.596;3.905;18.560;19.775;
-3.681;1.683;6.742;7.864;
-5.136;4.288;9.711;11.793;
-1.957;5.016;6.589;8.509;
-5.290;2.066;5.823;8.134;
-2.646;-7.434;2.432;8.258;
-1.689;-12.069;10.496;16.084;
4.037;-6.821;9.021;12.009;
3.827;1.338;5.459;6.800;
2.831;1.970;16.568;16.923;
5.321;7.602;11.301;14.622;
2.045;1.606;10.803;11.112;
-0.348;-6.342;9.270;11.238;
-1.421;-7.970;4.060;9.057;
-2.302;-0.461;4.156;4.774;
-7.339;-4.790;7.546;11.565;
-4.045;-2.587;4.309;6.452;
-5.883;-1.764;10.286;11.981;
-4.696;-2.166;8.849;10.250;
-6.975;-2.243;8.370;11.124;
-3.623;-4.331;5.937;8.194;
-6.592;-2.492;9.117;11.524;
-4.121;-1.898;6.665;8.063;
-3.144;-2.147;7.412;8.333;
-2.129;-1.706;11.377;11.700;
-6.018;0.993;12.910;14.279;
-2.627;1.319;4.080;5.029;
-7.378;-2.702;10.630;13.219;
-5.520;1.376;5.497;7.911;
-5.022;-1.228;7.681;9.259;
-3.183;1.779;6.512;7.464;
-5.060;3.177;9.730;11.418;
-4.543;2.353;7.374;8.975;
-4.638;5.188;9.117;11.469;
-4.485;0.534;8.600;9.714;
-2.551;0.859;9.213;9.598;
-5.347;0.017;8.926;10.405;
-3.872;3.043;7.949;9.351;
-4.619;1.951;8.657;10.005;
-3.508;0.515;9.347;9.997;
-6.247;1.319;9.730;11.638;
-3.911;2.334;7.700;8.946;
-3.125;2.392;7.489;8.460;
-2.761;2.985;8.523;9.443;
-3.317;2.372;7.910;8.899;
-2.800;1.223;9.270;9.761;
-4.811;3.062;9.481;11.064;
-4.524;1.511;8.064;9.369;
-5.615;3.886;8.696;11.057;
-0.999;1.472;7.125;7.344;
-6.803;3.254;9.711;12.296;
-1.152;0.036;8.906;8.981;
-3.834;3.196;10.439;11.571;
-0.865;1.779;8.753;8.974;
-4.294;4.805;9.653;11.606;
-2.857;3.579;8.811;9.930;
-0.846;2.200;8.715;9.028;
-6.094;4.805;6.934;10.407;
-4.313;0.993;10.573;11.462;
-2.780;2.813;8.945;9.780;
-3.489;0.189;8.811;9.479;
1.088;3.943;6.186;7.416;
-6.592;0.534;8.887;11.078;
-0.271;4.556;9.692;10.713;
-1.421;6.701;9.807;11.962;
0.494;6.433;9.539;11.516;
-2.053;5.590;11.013;12.520;
-8.929;0.725;9.558;13.100;
-4.677;2.372;5.861;7.865;
-5.634;4.882;8.734;11.483;
-5.136;1.855;9.213;10.710;
0.417;-0.691;8.236;8.276;
-3.010;5.552;8.562;10.639;
-6.439;3.637;5.535;9.237;
-2.206;1.817;8.064;8.556;
-0.693;3.330;8.504;9.159;
-2.953;5.246;9.998;11.671;
-4.466;4.403;7.489;9.768;
-4.198;2.104;8.179;9.431;
-2.666;6.759;7.163;10.203;
-4.370;5.054;6.589;9.384;
3.290;5.054;9.079;10.899;
-4.658;7.659;9.768;13.258;
-0.865;1.932;7.738;8.022;
-2.474;4.441;7.393;8.972;
-1.880;3.464;7.949;8.873;
-4.945;8.808;9.347;13.762;
-5.654;5.763;6.493;10.361;
0.322;3.637;8.887;9.608;
-6.247;4.748;6.550;10.221;
-2.704;3.407;9.021;10.015;
-4.351;2.928;8.159;9.699;
-3.508;2.813;8.236;9.384;
-4.389;1.127;10.362;11.310;
-7.684;2.832;9.615;12.630;
-1.229;1.970;7.566;7.914;
-4.351;2.296;10.879;11.940;
-1.018;2.009;9.021;9.298;
-3.049;2.449;10.860;11.543;
-3.317;1.625;8.638;9.395;
-4.236;3.388;9.251;10.724;
-1.612;2.372;9.328;9.759;
-2.225;2.966;8.332;9.120;
-3.259;-0.615;8.715;9.325;
-4.983;-1.342;9.021;10.393;
-5.194;-0.003;9.692;10.996;
-3.968;2.449;8.868;10.019;
-4.466;-0.442;8.657;9.752;
-3.432;-0.825;7.987;8.733;
-6.554;-0.060;8.945;11.090;
0.436;0.591;6.799;6.839;
-2.761;1.032;10.343;10.755;
-8.699;-4.924;10.190;14.275;
-9.504;-12.624;10.266;18.844;
-2.991;-0.194;7.604;8.174;
-3.298;1.070;8.830;9.487;
-4.600;-8.870;8.102;12.864;
2.237;5.284;8.791;10.498;
-6.439;-5.039;9.845;12.798;
0.475;-2.664;8.523;8.943;
-5.654;-1.381;8.179;10.039;
-2.857;-8.353;6.991;11.262;
-3.604;-6.303;9.366;11.851;
-3.547;-6.227;8.351;11.005;
-2.934;-6.495;8.753;11.288;
-6.132;-5.576;9.002;12.237;
-3.662;-6.361;7.968;10.834;
-0.674;-7.932;7.202;10.735;
-4.926;-10.268;5.574;12.680;
-4.543;-5.307;7.604;10.326;
3.175;-4.120;8.102;9.628;
-5.769;-2.032;7.987;10.060;
-0.367;0.898;8.370;8.426;
-1.152;-6.188;10.994;12.669;
-5.615;-5.441;8.791;11.766;
-2.129;-4.771;7.872;9.448;
-1.421;-6.093;8.140;10.267;
-4.102;-3.947;10.707;12.127;
-2.915;-4.350;9.443;10.798;
-4.734;-1.496;7.872;9.307;
-7.014;-5.595;9.347;12.957;
-7.856;-4.484;10.209;13.640;
-3.029;-2.204;9.002;9.751;
-1.095;-0.461;9.615;9.688;
-6.803;-2.013;7.872;10.598;
-6.324;-7.050;9.462;13.388;
-6.535;2.181;9.788;11.970;
-3.259;-0.768;7.278;8.012;
-5.136;-1.630;9.864;11.240;
-4.102;-0.557;8.753;9.683;
-4.868;-0.213;8.217;9.554;
-4.083;-1.783;8.293;9.414;
-3.642;1.894;6.799;7.942;
-4.198;0.859;9.175;10.127;
-5.117;1.549;8.945;10.421;
-4.543;0.074;6.723;8.115;
-6.611;-0.156;5.267;8.455;
-4.964;2.507;7.930;9.686;
-6.631;0.744;9.692;11.767;
-4.064;-0.175;7.930;8.913;
-5.366;0.131;7.930;9.576;
-5.922;0.898;10.669;12.236;
-4.351;1.913;7.930;9.246;
-4.140;-0.864;9.424;10.330;
-4.102;1.223;7.374;8.527;
-4.466;-0.156;10.075;11.022;
-5.002;-0.615;8.868;10.200;
-5.002;-0.844;8.657;10.034;
-5.041;-1.572;9.232;10.636;
-6.554;-1.113;9.424;11.533;
-5.577;0.246;8.485;10.157;
-5.711;0.936;8.926;10.638;
-4.734;1.089;8.313;9.629;
-3.547;1.472;9.500;10.247;
-4.638;1.185;8.370;9.643;
-5.979;1.683;9.424;11.287;
-0.310;3.809;7.163;8.119;
-3.106;-0.634;8.466;9.040;
-6.745;-0.864;9.979;12.076;
-5.481;-0.404;7.604;9.383;
-1.267;4.460;7.700;8.988;
-4.619;-0.327;8.657;9.818;
-4.236;0.438;9.998;10.868;
-5.136;-1.323;9.194;10.615;
-0.923;0.438;9.213;9.270;
-4.619;0.840;7.661;8.985;
-3.279;-0.615;8.696;9.314;
-3.585;0.629;8.485;9.233;
-4.677;-0.538;8.408;9.637;
-6.688;-0.634;9.155;11.356;
-2.972;0.131;7.872;8.416;
-5.385;-0.346;9.040;10.528;
-7.014;-0.595;10.151;12.353;
-3.700;-1.630;9.251;10.096;
-7.416;0.553;8.715;11.457;
-3.528;-0.194;8.964;9.636;
-6.765;-1.745;8.696;11.155;
-5.060;1.223;8.868;10.283;
-5.117;-0.557;8.025;9.534;
-2.148;0.055;8.198;8.475;
-4.198;-1.553;9.443;10.451;
-3.623;-1.055;6.991;7.945;
-4.447;0.725;8.389;9.523;
-5.711;-0.864;9.673;11.267;
-2.646;-0.768;9.404;9.800;
-5.596;-0.519;8.293;10.018;
-2.263;1.357;6.665;7.169;
-3.719;0.285;7.068;7.992;
-6.228;1.951;9.002;11.119;
-1.325;4.690;7.374;8.839;
-6.899;2.085;10.879;13.050;
-4.773;1.319;8.255;9.627;
-2.895;0.380;9.213;9.665;
0.264;0.591;9.922;9.943;
-4.811;0.840;5.976;7.718;
-2.895;-11.475;7.412;13.965;
0.800;-2.626;12.948;13.236;
3.712;-0.883;10.075;10.773;
2.314;3.522;6.263;7.549;
1.758;6.606;9.807;11.954;
4.995;-4.331;4.922;8.242;
4.957;4.709;10.286;12.351;
2.984;4.920;16.357;17.340;
-0.923;-3.354;6.914;7.740;
-2.302;-1.477;8.179;8.625;
-3.891;-3.028;6.876;8.461;
-5.998;4.939;9.615;12.362;
-5.136;2.200;7.374;9.252;
-4.926;1.166;6.704;8.401;
-4.026;0.878;7.393;8.464;
-4.504;2.717;8.447;9.951;
-4.792;-1.113;9.060;10.310;
-5.079;-0.902;9.807;11.081;
-3.681;0.074;8.638;9.390;
-4.428;-1.113;9.519;10.558;
-4.294;-4.101;9.117;10.881;
-4.121;-1.438;7.738;8.885;
-6.860;-1.496;8.677;11.162;
-5.022;-2.702;5.554;7.961;
-5.903;-2.683;9.711;11.677;
-1.267;-2.300;8.504;8.901;
-6.267;0.055;10.458;12.193;
-3.949;1.032;7.393;8.445;
-2.321;3.043;9.500;10.242;
-7.454;3.522;11.282;13.973;
-0.999;0.649;8.791;8.872;
-6.822;3.005;10.630;12.984;
-2.838;1.587;8.408;9.015;
-0.827;2.641;9.941;10.319;
-6.209;0.687;9.079;11.021;
-2.685;1.300;10.037;10.471;
-3.853;3.177;8.236;9.632;
-3.221;-0.232;6.895;7.614;
-5.136;3.388;10.094;11.822;
-2.397;0.208;7.853;8.214;
-4.868;0.419;10.266;11.370;
-4.198;-1.342;8.753;9.800;
-4.217;2.258;10.515;11.552;
-1.210;-0.404;7.968;8.070;
-3.681;2.200;10.075;10.950;
-2.838;0.764;9.673;10.110;
-2.033;1.032;9.653;9.919;
-0.635;0.993;8.581;8.662;
-1.995;2.047;9.807;10.215;
-0.176;0.246;8.542;8.548;
-5.232;2.411;10.975;12.395;
-0.923;2.449;8.600;8.990;
-6.956;0.783;9.021;11.419;
-5.098;1.932;6.780;8.700;
-3.010;0.323;8.332;8.865;
-4.849;-0.308;6.895;8.435;
-1.037;1.300;6.359;6.573;
0.341;1.932;13.044;13.191;
-3.413;0.725;10.400;10.970;
-4.868;1.721;10.784;11.957;
-8.086;1.051;8.926;12.090;
-2.857;3.924;9.462;10.634;
1.490;1.740;9.979;10.239;
-9.791;3.732;11.645;15.665;
-10.768;7.659;9.232;16.120;
-4.236;-3.085;6.799;8.585;
0.456;1.836;12.067;12.215;
-9.561;0.227;6.206;11.401;
-4.275;-2.453;10.228;11.354;
-2.685;0.361;8.581;8.999;
-6.056;2.870;9.845;11.910;
-3.930;0.955;8.293;9.227;
-5.136;1.798;9.519;10.965;
-6.822;2.392;8.293;11.002;
-1.401;-0.404;4.846;5.061;
-9.389;-0.232;10.381;13.999;
1.567;-0.137;9.251;9.384;
-2.378;-0.022;7.872;8.224;
-0.252;1.836;7.642;7.864;
-11.419;3.062;9.615;15.239;
-9.465;1.434;6.052;11.326;
-3.125;-1.285;8.102;8.779;
-10.385;-0.576;11.377;15.415;
-3.317;0.074;6.436;7.241;
-3.757;-0.806;9.309;10.071;
-13.737;1.683;5.305;14.822;
-1.880;-0.041;5.190;5.521;
1.873;0.591;9.692;9.889;
-0.348;0.515;9.098;9.119;
0.839;0.131;8.006;8.051;
-1.957;-0.213;6.723;7.006;
-10.442;-3.143;10.190;14.925;
-6.132;-0.959;8.159;10.252;
0.590;-2.128;6.091;6.479;
-5.615;2.717;10.784;12.458;
-3.853;2.219;8.619;9.699;
0.456;1.989;4.290;4.751;
-4.619;-2.530;9.117;10.529;
-5.175;-0.060;5.554;7.592;
-4.409;2.832;9.577;10.917;
-2.493;2.679;9.481;10.163;
-7.243;-0.137;6.761;9.910;
-6.171;-3.718;9.270;11.741;
-6.209;-4.656;8.926;11.829;
0.168;-0.576;7.546;7.570;
-5.826;0.706;8.562;10.381;
-4.428;-0.730;8.255;9.396;
-4.102;-1.764;8.791;9.860;
-7.243;1.951;12.373;14.470;
-7.378;-0.672;8.293;11.121;
-9.331;-0.921;8.983;12.985;
-6.056;0.036;7.374;9.543;
-3.451;-0.806;8.428;9.143;
-3.987;1.491;9.117;10.062;
-5.845;0.993;7.566;9.613;
-4.715;1.089;8.791;10.035;
